created at 2024/01/12 16:00:14
発電所ID,発電所名,設備名,タグID,信号名,単位,1min,30min,hour,day,month,year,乗数
S004,赤田太陽光発電所,PCSA-5,2.5.1,PCSA-5 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-5,2.5.2,PCSA-5 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-5,2.5.3,PCSA-5 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-5,2.5.4,PCSA-5 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-5,2.5.5,PCSA-5 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-5,2.5.6,PCSA-5 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-5,2.5.7,PCSA-5 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-5,2.5.8,PCSA-5 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-5,2.5.9,PCSA-5 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-5,2.5.10,PCSA-5 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-5,2.5.11,PCSA-5 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-5,2.5.12,PCSA-5 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-5,2.5.13,PCSA-5 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-5,2.5.14,PCSA-5 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-5,2.5.15,PCSA-5 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-5,2.5.16,PCSA-5 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-6,2.6.1,PCSA-6 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-6,2.6.2,PCSA-6 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-6,2.6.3,PCSA-6 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-6,2.6.4,PCSA-6 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-6,2.6.5,PCSA-6 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-6,2.6.6,PCSA-6 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-6,2.6.7,PCSA-6 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-6,2.6.8,PCSA-6 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-6,2.6.9,PCSA-6 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-6,2.6.10,PCSA-6 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-6,2.6.11,PCSA-6 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-6,2.6.12,PCSA-6 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-6,2.6.13,PCSA-6 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-6,2.6.14,PCSA-6 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-6,2.6.15,PCSA-6 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-6,2.6.16,PCSA-6 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-7,2.7.1,PCSA-7 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-7,2.7.2,PCSA-7 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-7,2.7.3,PCSA-7 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-7,2.7.4,PCSA-7 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-7,2.7.5,PCSA-7 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-7,2.7.6,PCSA-7 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-7,2.7.7,PCSA-7 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-7,2.7.8,PCSA-7 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-7,2.7.9,PCSA-7 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-7,2.7.10,PCSA-7 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-7,2.7.11,PCSA-7 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-7,2.7.12,PCSA-7 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-7,2.7.13,PCSA-7 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-7,2.7.14,PCSA-7 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-7,2.7.15,PCSA-7 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSA-7,2.7.16,PCSA-7 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-1,2.8.1,PCSB-1 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-1,2.8.2,PCSB-1 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-1,2.8.3,PCSB-1 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-1,2.8.4,PCSB-1 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-1,2.8.5,PCSB-1 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-1,2.8.6,PCSB-1 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-1,2.8.7,PCSB-1 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-1,2.8.8,PCSB-1 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-1,2.8.9,PCSB-1 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-1,2.8.10,PCSB-1 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-1,2.8.11,PCSB-1 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-1,2.8.12,PCSB-1 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-1,2.8.13,PCSB-1 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-1,2.8.14,PCSB-1 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-1,2.8.15,PCSB-1 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-1,2.8.16,PCSB-1 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-2,2.9.1,PCSB-2 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-2,2.9.2,PCSB-2 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-2,2.9.3,PCSB-2 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-2,2.9.4,PCSB-2 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-2,2.9.5,PCSB-2 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-2,2.9.6,PCSB-2 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-2,2.9.7,PCSB-2 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-2,2.9.8,PCSB-2 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-2,2.9.9,PCSB-2 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-2,2.9.10,PCSB-2 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-2,2.9.11,PCSB-2 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-2,2.9.12,PCSB-2 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-2,2.9.13,PCSB-2 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-2,2.9.14,PCSB-2 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-2,2.9.15,PCSB-2 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-2,2.9.16,PCSB-2 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-3,2.10.1,PCSB-3 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-3,2.10.2,PCSB-3 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-3,2.10.3,PCSB-3 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-3,2.10.4,PCSB-3 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-3,2.10.5,PCSB-3 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-3,2.10.6,PCSB-3 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-3,2.10.7,PCSB-3 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-3,2.10.8,PCSB-3 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-3,2.10.9,PCSB-3 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-3,2.10.10,PCSB-3 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-3,2.10.11,PCSB-3 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-3,2.10.12,PCSB-3 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-3,2.10.13,PCSB-3 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-3,2.10.14,PCSB-3 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-3,2.10.15,PCSB-3 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-3,2.10.16,PCSB-3 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-4,2.11.1,PCSB-4 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-4,2.11.2,PCSB-4 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-4,2.11.3,PCSB-4 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-4,2.11.4,PCSB-4 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-4,2.11.5,PCSB-4 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-4,2.11.6,PCSB-4 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-4,2.11.7,PCSB-4 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-4,2.11.8,PCSB-4 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-4,2.11.9,PCSB-4 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-4,2.11.10,PCSB-4 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-4,2.11.11,PCSB-4 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-4,2.11.12,PCSB-4 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-4,2.11.13,PCSB-4 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-4,2.11.14,PCSB-4 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-4,2.11.15,PCSB-4 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-4,2.11.16,PCSB-4 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-5,2.12.1,PCSB-5 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-5,2.12.2,PCSB-5 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-5,2.12.3,PCSB-5 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-5,2.12.4,PCSB-5 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-5,2.12.5,PCSB-5 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-5,2.12.6,PCSB-5 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-5,2.12.7,PCSB-5 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-5,2.12.8,PCSB-5 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-5,2.12.9,PCSB-5 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-5,2.12.10,PCSB-5 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-5,2.12.11,PCSB-5 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-5,2.12.12,PCSB-5 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-5,2.12.13,PCSB-5 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-5,2.12.14,PCSB-5 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-5,2.12.15,PCSB-5 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-5,2.12.16,PCSB-5 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-6,2.13.1,PCSB-6 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-6,2.13.2,PCSB-6 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-6,2.13.3,PCSB-6 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-6,2.13.4,PCSB-6 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-6,2.13.5,PCSB-6 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-6,2.13.6,PCSB-6 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-6,2.13.7,PCSB-6 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-6,2.13.8,PCSB-6 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-6,2.13.9,PCSB-6 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-6,2.13.10,PCSB-6 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-6,2.13.11,PCSB-6 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-6,2.13.12,PCSB-6 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-6,2.13.13,PCSB-6 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-6,2.13.14,PCSB-6 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-6,2.13.15,PCSB-6 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-6,2.13.16,PCSB-6 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-7,2.14.1,PCSB-7 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-7,2.14.2,PCSB-7 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-7,2.14.3,PCSB-7 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-7,2.14.4,PCSB-7 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-7,2.14.5,PCSB-7 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-7,2.14.6,PCSB-7 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-7,2.14.7,PCSB-7 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-7,2.14.8,PCSB-7 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-7,2.14.9,PCSB-7 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-7,2.14.10,PCSB-7 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-7,2.14.11,PCSB-7 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-7,2.14.12,PCSB-7 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-7,2.14.13,PCSB-7 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-7,2.14.14,PCSB-7 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-7,2.14.15,PCSB-7 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSB-7,2.14.16,PCSB-7 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-1,2.15.1,PCSC-1 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-1,2.15.2,PCSC-1 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-1,2.15.3,PCSC-1 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-1,2.15.4,PCSC-1 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-1,2.15.5,PCSC-1 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-1,2.15.6,PCSC-1 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-1,2.15.7,PCSC-1 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-1,2.15.8,PCSC-1 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-1,2.15.9,PCSC-1 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-1,2.15.10,PCSC-1 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-1,2.15.11,PCSC-1 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-1,2.15.12,PCSC-1 力率,,1,1,1,1,1,1,
