created at 2024/01/12 16:00:14
発電所ID,発電所名,設備名,タグID,信号名,単位,1min,30min,hour,day,month,year,乗数
S004,赤田太陽光発電所,PCSC-1,2.15.13,PCSC-1 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-1,2.15.14,PCSC-1 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-1,2.15.15,PCSC-1 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-1,2.15.16,PCSC-1 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-2,2.16.1,PCSC-2 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-2,2.16.2,PCSC-2 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-2,2.16.3,PCSC-2 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-2,2.16.4,PCSC-2 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-2,2.16.5,PCSC-2 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-2,2.16.6,PCSC-2 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-2,2.16.7,PCSC-2 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-2,2.16.8,PCSC-2 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-2,2.16.9,PCSC-2 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-2,2.16.10,PCSC-2 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-2,2.16.11,PCSC-2 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-2,2.16.12,PCSC-2 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-2,2.16.13,PCSC-2 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-2,2.16.14,PCSC-2 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-2,2.16.15,PCSC-2 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-2,2.16.16,PCSC-2 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-3,2.17.1,PCSC-3 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-3,2.17.2,PCSC-3 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-3,2.17.3,PCSC-3 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-3,2.17.4,PCSC-3 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-3,2.17.5,PCSC-3 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-3,2.17.6,PCSC-3 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-3,2.17.7,PCSC-3 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-3,2.17.8,PCSC-3 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-3,2.17.9,PCSC-3 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-3,2.17.10,PCSC-3 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-3,2.17.11,PCSC-3 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-3,2.17.12,PCSC-3 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-3,2.17.13,PCSC-3 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-3,2.17.14,PCSC-3 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-3,2.17.15,PCSC-3 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-3,2.17.16,PCSC-3 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-4,2.18.1,PCSC-4 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-4,2.18.2,PCSC-4 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-4,2.18.3,PCSC-4 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-4,2.18.4,PCSC-4 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-4,2.18.5,PCSC-4 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-4,2.18.6,PCSC-4 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-4,2.18.7,PCSC-4 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-4,2.18.8,PCSC-4 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-4,2.18.9,PCSC-4 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-4,2.18.10,PCSC-4 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-4,2.18.11,PCSC-4 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-4,2.18.12,PCSC-4 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-4,2.18.13,PCSC-4 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-4,2.18.14,PCSC-4 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-4,2.18.15,PCSC-4 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-4,2.18.16,PCSC-4 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-5,2.19.1,PCSC-5 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-5,2.19.2,PCSC-5 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-5,2.19.3,PCSC-5 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-5,2.19.4,PCSC-5 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-5,2.19.5,PCSC-5 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-5,2.19.6,PCSC-5 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-5,2.19.7,PCSC-5 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-5,2.19.8,PCSC-5 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-5,2.19.9,PCSC-5 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-5,2.19.10,PCSC-5 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-5,2.19.11,PCSC-5 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-5,2.19.12,PCSC-5 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-5,2.19.13,PCSC-5 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-5,2.19.14,PCSC-5 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-5,2.19.15,PCSC-5 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-5,2.19.16,PCSC-5 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-6,2.20.1,PCSC-6 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-6,2.20.2,PCSC-6 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-6,2.20.3,PCSC-6 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-6,2.20.4,PCSC-6 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-6,2.20.5,PCSC-6 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-6,2.20.6,PCSC-6 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-6,2.20.7,PCSC-6 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-6,2.20.8,PCSC-6 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-6,2.20.9,PCSC-6 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-6,2.20.10,PCSC-6 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-6,2.20.11,PCSC-6 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-6,2.20.12,PCSC-6 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-6,2.20.13,PCSC-6 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-6,2.20.14,PCSC-6 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-6,2.20.15,PCSC-6 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-6,2.20.16,PCSC-6 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-7,2.21.1,PCSC-7 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-7,2.21.2,PCSC-7 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-7,2.21.3,PCSC-7 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-7,2.21.4,PCSC-7 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-7,2.21.5,PCSC-7 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-7,2.21.6,PCSC-7 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-7,2.21.7,PCSC-7 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-7,2.21.8,PCSC-7 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-7,2.21.9,PCSC-7 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-7,2.21.10,PCSC-7 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-7,2.21.11,PCSC-7 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-7,2.21.12,PCSC-7 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-7,2.21.13,PCSC-7 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-7,2.21.14,PCSC-7 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-7,2.21.15,PCSC-7 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-7,2.21.16,PCSC-7 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-8,2.22.1,PCSC-8 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-8,2.22.2,PCSC-8 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-8,2.22.3,PCSC-8 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-8,2.22.4,PCSC-8 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-8,2.22.5,PCSC-8 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-8,2.22.6,PCSC-8 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-8,2.22.7,PCSC-8 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-8,2.22.8,PCSC-8 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-8,2.22.9,PCSC-8 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-8,2.22.10,PCSC-8 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-8,2.22.11,PCSC-8 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-8,2.22.12,PCSC-8 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-8,2.22.13,PCSC-8 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-8,2.22.14,PCSC-8 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-8,2.22.15,PCSC-8 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-8,2.22.16,PCSC-8 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-9,2.23.1,PCSC-9 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-9,2.23.2,PCSC-9 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-9,2.23.3,PCSC-9 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-9,2.23.4,PCSC-9 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-9,2.23.5,PCSC-9 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-9,2.23.6,PCSC-9 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-9,2.23.7,PCSC-9 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-9,2.23.8,PCSC-9 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-9,2.23.9,PCSC-9 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-9,2.23.10,PCSC-9 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-9,2.23.11,PCSC-9 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-9,2.23.12,PCSC-9 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-9,2.23.13,PCSC-9 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-9,2.23.14,PCSC-9 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-9,2.23.15,PCSC-9 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-9,2.23.16,PCSC-9 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-10,2.24.1,PCSC-10 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-10,2.24.2,PCSC-10 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-10,2.24.3,PCSC-10 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-10,2.24.4,PCSC-10 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-10,2.24.5,PCSC-10 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-10,2.24.6,PCSC-10 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-10,2.24.7,PCSC-10 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-10,2.24.8,PCSC-10 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-10,2.24.9,PCSC-10 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-10,2.24.10,PCSC-10 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-10,2.24.11,PCSC-10 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-10,2.24.12,PCSC-10 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-10,2.24.13,PCSC-10 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-10,2.24.14,PCSC-10 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-10,2.24.15,PCSC-10 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-10,2.24.16,PCSC-10 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-11,2.25.1,PCSC-11 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-11,2.25.2,PCSC-11 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-11,2.25.3,PCSC-11 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-11,2.25.4,PCSC-11 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-11,2.25.5,PCSC-11 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-11,2.25.6,PCSC-11 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-11,2.25.7,PCSC-11 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-11,2.25.8,PCSC-11 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-11,2.25.9,PCSC-11 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-11,2.25.10,PCSC-11 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-11,2.25.11,PCSC-11 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-11,2.25.12,PCSC-11 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-11,2.25.13,PCSC-11 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-11,2.25.14,PCSC-11 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-11,2.25.15,PCSC-11 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-11,2.25.16,PCSC-11 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-12,2.26.1,PCSC-12 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-12,2.26.2,PCSC-12 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-12,2.26.3,PCSC-12 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-12,2.26.4,PCSC-12 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-12,2.26.5,PCSC-12 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-12,2.26.6,PCSC-12 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-12,2.26.7,PCSC-12 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-12,2.26.8,PCSC-12 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-12,2.26.9,PCSC-12 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-12,2.26.10,PCSC-12 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-12,2.26.11,PCSC-12 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-12,2.26.12,PCSC-12 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-12,2.26.13,PCSC-12 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-12,2.26.14,PCSC-12 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-12,2.26.15,PCSC-12 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSC-12,2.26.16,PCSC-12 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-1,2.27.1,PCSE-1 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-1,2.27.2,PCSE-1 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-1,2.27.3,PCSE-1 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-1,2.27.4,PCSE-1 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-1,2.27.5,PCSE-1 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-1,2.27.6,PCSE-1 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-1,2.27.7,PCSE-1 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-1,2.27.8,PCSE-1 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-1,2.27.9,PCSE-1 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-1,2.27.10,PCSE-1 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-1,2.27.11,PCSE-1 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-1,2.27.12,PCSE-1 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-1,2.27.13,PCSE-1 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-1,2.27.14,PCSE-1 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-1,2.27.15,PCSE-1 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-1,2.27.16,PCSE-1 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-2,2.28.1,PCSE-2 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-2,2.28.2,PCSE-2 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-2,2.28.3,PCSE-2 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-2,2.28.4,PCSE-2 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-2,2.28.5,PCSE-2 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-2,2.28.6,PCSE-2 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-2,2.28.7,PCSE-2 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-2,2.28.8,PCSE-2 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-2,2.28.9,PCSE-2 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-2,2.28.10,PCSE-2 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-2,2.28.11,PCSE-2 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-2,2.28.12,PCSE-2 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-2,2.28.13,PCSE-2 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-2,2.28.14,PCSE-2 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-2,2.28.15,PCSE-2 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-2,2.28.16,PCSE-2 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-3,2.29.1,PCSE-3 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-3,2.29.2,PCSE-3 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-3,2.29.3,PCSE-3 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-3,2.29.4,PCSE-3 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-3,2.29.5,PCSE-3 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-3,2.29.6,PCSE-3 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-3,2.29.7,PCSE-3 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-3,2.29.8,PCSE-3 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-3,2.29.9,PCSE-3 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-3,2.29.10,PCSE-3 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-3,2.29.11,PCSE-3 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-3,2.29.12,PCSE-3 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-3,2.29.13,PCSE-3 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-3,2.29.14,PCSE-3 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-3,2.29.15,PCSE-3 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-3,2.29.16,PCSE-3 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-4,2.30.1,PCSE-4 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-4,2.30.2,PCSE-4 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-4,2.30.3,PCSE-4 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-4,2.30.4,PCSE-4 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-4,2.30.5,PCSE-4 直流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-4,2.30.6,PCSE-4 発電電力量,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-4,2.30.7,PCSE-4 交流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-4,2.30.8,PCSE-4 交流電流,A,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-4,2.30.9,PCSE-4 系統周波数,Hz,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-4,2.30.10,PCSE-4 交流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-4,2.30.11,PCSE-4 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-4,2.30.12,PCSE-4 力率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-4,2.30.13,PCSE-4 INV効率,,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-4,2.30.14,PCSE-4 無効電力,kVar,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-4,2.30.15,PCSE-4 キャビネット温度,℃,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-4,2.30.16,PCSE-4 積算電力量日,kWh,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-5,2.31.1,PCSE-5 直流電力,kW,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-5,2.31.2,PCSE-5 気温,℃,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-5,2.31.3,PCSE-5 日射量,kWh/m2,0,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-5,2.31.4,PCSE-5 直流電圧V,V,1,1,1,1,1,1,
S004,赤田太陽光発電所,PCSE-5,2.31.5,PCSE-5 直流電流,A,1,1,1,1,1,1,
