created at 2024/01/12 11:50:50
発電所ID,発電所名,状態・故障信号ID,状態・故障信号名,状態・故障種別
S004,赤田太陽光発電所,ANN_3004_0,PCSE-4_STR電圧超過,high
S004,赤田太陽光発電所,ANN_3005_0,PCSE-4_直流アーク故障,high
S004,赤田太陽光発電所,ANN_3006_0,PCSE-4_自己診断失敗,high
S004,赤田太陽光発電所,ANN_3007_0,PCSE-4_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_3008_0,PCSE-4_系統障害,high
S004,赤田太陽光発電所,ANN_3009_0,PCSE-4_系統不足電圧,high
S004,赤田太陽光発電所,ANN_3010_0,PCSE-4_系統過電圧,high
S004,赤田太陽光発電所,ANN_3011_0,PCSE-4_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_3012_0,PCSE-4_系統過周波数,high
S004,赤田太陽光発電所,ANN_3013_0,PCSE-4_系統不足周波数,high
S004,赤田太陽光発電所,ANN_3014_0,PCSE-4_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_3015_0,PCSE-4_出力過電流,high
S004,赤田太陽光発電所,ANN_3016_0,PCSE-4_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_3017_0,PCSE-4_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_3018_0,PCSE-4_接地異常,high
S004,赤田太陽光発電所,ANN_3019_0,PCSE-4_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_3020_0,PCSE-4_高温,high
S004,赤田太陽光発電所,ANN_3021_0,PCSE-4_装置異常,high
S004,赤田太陽光発電所,ANN_3022_0,PCSE-4_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_3031_0,PCSE-4_重故障一括,high
S004,赤田太陽光発電所,ANN_3101_0,PCSE-5_連系中,status
S004,赤田太陽光発電所,ANN_3102_0,PCSE-5_停止中,status
S004,赤田太陽光発電所,ANN_3103_0,PCSE-5_待機中,status
S004,赤田太陽光発電所,ANN_3104_0,PCSE-5_STR電圧超過,high
S004,赤田太陽光発電所,ANN_3105_0,PCSE-5_直流アーク故障,high
S004,赤田太陽光発電所,ANN_3106_0,PCSE-5_自己診断失敗,high
S004,赤田太陽光発電所,ANN_3107_0,PCSE-5_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_3108_0,PCSE-5_系統障害,high
S004,赤田太陽光発電所,ANN_3109_0,PCSE-5_系統不足電圧,high
S004,赤田太陽光発電所,ANN_3110_0,PCSE-5_系統過電圧,high
S004,赤田太陽光発電所,ANN_3111_0,PCSE-5_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_3112_0,PCSE-5_系統過周波数,high
S004,赤田太陽光発電所,ANN_3113_0,PCSE-5_系統不足周波数,high
S004,赤田太陽光発電所,ANN_3114_0,PCSE-5_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_3115_0,PCSE-5_出力過電流,high
S004,赤田太陽光発電所,ANN_3116_0,PCSE-5_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_3117_0,PCSE-5_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_3118_0,PCSE-5_接地異常,high
S004,赤田太陽光発電所,ANN_3119_0,PCSE-5_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_3120_0,PCSE-5_高温,high
S004,赤田太陽光発電所,ANN_3121_0,PCSE-5_装置異常,high
S004,赤田太陽光発電所,ANN_3122_0,PCSE-5_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_3131_0,PCSE-5_重故障一括,high
S004,赤田太陽光発電所,ANN_3201_0,PCSE-6_連系中,status
S004,赤田太陽光発電所,ANN_3202_0,PCSE-6_停止中,status
S004,赤田太陽光発電所,ANN_3203_0,PCSE-6_待機中,status
S004,赤田太陽光発電所,ANN_3204_0,PCSE-6_STR電圧超過,high
S004,赤田太陽光発電所,ANN_3205_0,PCSE-6_直流アーク故障,high
S004,赤田太陽光発電所,ANN_3206_0,PCSE-6_自己診断失敗,high
S004,赤田太陽光発電所,ANN_3207_0,PCSE-6_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_3208_0,PCSE-6_系統障害,high
S004,赤田太陽光発電所,ANN_3209_0,PCSE-6_系統不足電圧,high
S004,赤田太陽光発電所,ANN_3210_0,PCSE-6_系統過電圧,high
S004,赤田太陽光発電所,ANN_3211_0,PCSE-6_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_3212_0,PCSE-6_系統過周波数,high
S004,赤田太陽光発電所,ANN_3213_0,PCSE-6_系統不足周波数,high
S004,赤田太陽光発電所,ANN_3214_0,PCSE-6_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_3215_0,PCSE-6_出力過電流,high
S004,赤田太陽光発電所,ANN_3216_0,PCSE-6_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_3217_0,PCSE-6_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_3218_0,PCSE-6_接地異常,high
S004,赤田太陽光発電所,ANN_3219_0,PCSE-6_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_3220_0,PCSE-6_高温,high
S004,赤田太陽光発電所,ANN_3221_0,PCSE-6_装置異常,high
S004,赤田太陽光発電所,ANN_3222_0,PCSE-6_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_3231_0,PCSE-6_重故障一括,high
S004,赤田太陽光発電所,ANN_3301_0,PCSE-7_連系中,status
S004,赤田太陽光発電所,ANN_3302_0,PCSE-7_停止中,status
S004,赤田太陽光発電所,ANN_3303_0,PCSE-7_待機中,status
S004,赤田太陽光発電所,ANN_3304_0,PCSE-7_STR電圧超過,high
S004,赤田太陽光発電所,ANN_3305_0,PCSE-7_直流アーク故障,high
S004,赤田太陽光発電所,ANN_3306_0,PCSE-7_自己診断失敗,high
S004,赤田太陽光発電所,ANN_3307_0,PCSE-7_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_3308_0,PCSE-7_系統障害,high
S004,赤田太陽光発電所,ANN_3309_0,PCSE-7_系統不足電圧,high
S004,赤田太陽光発電所,ANN_3310_0,PCSE-7_系統過電圧,high
S004,赤田太陽光発電所,ANN_3311_0,PCSE-7_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_3312_0,PCSE-7_系統過周波数,high
S004,赤田太陽光発電所,ANN_3313_0,PCSE-7_系統不足周波数,high
S004,赤田太陽光発電所,ANN_3314_0,PCSE-7_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_3315_0,PCSE-7_出力過電流,high
S004,赤田太陽光発電所,ANN_3316_0,PCSE-7_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_3317_0,PCSE-7_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_3318_0,PCSE-7_接地異常,high
S004,赤田太陽光発電所,ANN_3319_0,PCSE-7_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_3320_0,PCSE-7_高温,high
S004,赤田太陽光発電所,ANN_3321_0,PCSE-7_装置異常,high
S004,赤田太陽光発電所,ANN_3322_0,PCSE-7_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_3331_0,PCSE-7_重故障一括,high
S004,赤田太陽光発電所,ANN_3401_0,PCSE-8_連系中,status
S004,赤田太陽光発電所,ANN_3402_0,PCSE-8_停止中,status
S004,赤田太陽光発電所,ANN_3403_0,PCSE-8_待機中,status
S004,赤田太陽光発電所,ANN_3404_0,PCSE-8_STR電圧超過,high
S004,赤田太陽光発電所,ANN_3405_0,PCSE-8_直流アーク故障,high
S004,赤田太陽光発電所,ANN_3406_0,PCSE-8_自己診断失敗,high
S004,赤田太陽光発電所,ANN_3407_0,PCSE-8_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_3408_0,PCSE-8_系統障害,high
S004,赤田太陽光発電所,ANN_3409_0,PCSE-8_系統不足電圧,high
S004,赤田太陽光発電所,ANN_3410_0,PCSE-8_系統過電圧,high
S004,赤田太陽光発電所,ANN_3411_0,PCSE-8_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_3412_0,PCSE-8_系統過周波数,high
S004,赤田太陽光発電所,ANN_3413_0,PCSE-8_系統不足周波数,high
S004,赤田太陽光発電所,ANN_3414_0,PCSE-8_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_3415_0,PCSE-8_出力過電流,high
S004,赤田太陽光発電所,ANN_3416_0,PCSE-8_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_3417_0,PCSE-8_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_3418_0,PCSE-8_接地異常,high
S004,赤田太陽光発電所,ANN_3419_0,PCSE-8_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_3420_0,PCSE-8_高温,high
S004,赤田太陽光発電所,ANN_3421_0,PCSE-8_装置異常,high
S004,赤田太陽光発電所,ANN_3422_0,PCSE-8_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_3431_0,PCSE-8_重故障一括,high
S004,赤田太陽光発電所,ANN_3501_0,PCSE-9_連系中,status
S004,赤田太陽光発電所,ANN_3502_0,PCSE-9_停止中,status
S004,赤田太陽光発電所,ANN_3503_0,PCSE-9_待機中,status
S004,赤田太陽光発電所,ANN_3504_0,PCSE-9_STR電圧超過,high
S004,赤田太陽光発電所,ANN_3505_0,PCSE-9_直流アーク故障,high
S004,赤田太陽光発電所,ANN_3506_0,PCSE-9_自己診断失敗,high
S004,赤田太陽光発電所,ANN_3507_0,PCSE-9_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_3508_0,PCSE-9_系統障害,high
S004,赤田太陽光発電所,ANN_3509_0,PCSE-9_系統不足電圧,high
S004,赤田太陽光発電所,ANN_3510_0,PCSE-9_系統過電圧,high
S004,赤田太陽光発電所,ANN_3511_0,PCSE-9_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_3512_0,PCSE-9_系統過周波数,high
S004,赤田太陽光発電所,ANN_3513_0,PCSE-9_系統不足周波数,high
S004,赤田太陽光発電所,ANN_3514_0,PCSE-9_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_3515_0,PCSE-9_出力過電流,high
S004,赤田太陽光発電所,ANN_3516_0,PCSE-9_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_3517_0,PCSE-9_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_3518_0,PCSE-9_接地異常,high
S004,赤田太陽光発電所,ANN_3519_0,PCSE-9_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_3520_0,PCSE-9_高温,high
S004,赤田太陽光発電所,ANN_3521_0,PCSE-9_装置異常,high
S004,赤田太陽光発電所,ANN_3522_0,PCSE-9_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_3531_0,PCSE-9_重故障一括,high
S004,赤田太陽光発電所,ANN_3601_0,PCSE-10_連系中,status
S004,赤田太陽光発電所,ANN_3602_0,PCSE-10_停止中,status
S004,赤田太陽光発電所,ANN_3603_0,PCSE-10_待機中,status
S004,赤田太陽光発電所,ANN_3604_0,PCSE-10_STR電圧超過,high
S004,赤田太陽光発電所,ANN_3605_0,PCSE-10_直流アーク故障,high
S004,赤田太陽光発電所,ANN_3606_0,PCSE-10_自己診断失敗,high
S004,赤田太陽光発電所,ANN_3607_0,PCSE-10_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_3608_0,PCSE-10_系統障害,high
S004,赤田太陽光発電所,ANN_3609_0,PCSE-10_系統不足電圧,high
S004,赤田太陽光発電所,ANN_3610_0,PCSE-10_系統過電圧,high
S004,赤田太陽光発電所,ANN_3611_0,PCSE-10_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_3612_0,PCSE-10_系統過周波数,high
S004,赤田太陽光発電所,ANN_3613_0,PCSE-10_系統不足周波数,high
S004,赤田太陽光発電所,ANN_3614_0,PCSE-10_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_3615_0,PCSE-10_出力過電流,high
S004,赤田太陽光発電所,ANN_3616_0,PCSE-10_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_3617_0,PCSE-10_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_3618_0,PCSE-10_接地異常,high
S004,赤田太陽光発電所,ANN_3619_0,PCSE-10_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_3620_0,PCSE-10_高温,high
S004,赤田太陽光発電所,ANN_3621_0,PCSE-10_装置異常,high
S004,赤田太陽光発電所,ANN_3622_0,PCSE-10_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_3631_0,PCSE-10_重故障一括,high
S004,赤田太陽光発電所,ANN_3701_0,PCSE-11_連系中,status
S004,赤田太陽光発電所,ANN_3702_0,PCSE-11_停止中,status
S004,赤田太陽光発電所,ANN_3703_0,PCSE-11_待機中,status
S004,赤田太陽光発電所,ANN_3704_0,PCSE-11_STR電圧超過,high
S004,赤田太陽光発電所,ANN_3705_0,PCSE-11_直流アーク故障,high
S004,赤田太陽光発電所,ANN_3706_0,PCSE-11_自己診断失敗,high
S004,赤田太陽光発電所,ANN_3707_0,PCSE-11_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_3708_0,PCSE-11_系統障害,high
S004,赤田太陽光発電所,ANN_3709_0,PCSE-11_系統不足電圧,high
S004,赤田太陽光発電所,ANN_3710_0,PCSE-11_系統過電圧,high
S004,赤田太陽光発電所,ANN_3711_0,PCSE-11_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_3712_0,PCSE-11_系統過周波数,high
S004,赤田太陽光発電所,ANN_3713_0,PCSE-11_系統不足周波数,high
S004,赤田太陽光発電所,ANN_3714_0,PCSE-11_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_3715_0,PCSE-11_出力過電流,high
S004,赤田太陽光発電所,ANN_3716_0,PCSE-11_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_3717_0,PCSE-11_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_3718_0,PCSE-11_接地異常,high
S004,赤田太陽光発電所,ANN_3719_0,PCSE-11_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_3720_0,PCSE-11_高温,high
S004,赤田太陽光発電所,ANN_3721_0,PCSE-11_装置異常,high
S004,赤田太陽光発電所,ANN_3722_0,PCSE-11_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_3731_0,PCSE-11_重故障一括,high
S004,赤田太陽光発電所,ANN_3801_0,PCSE-12_連系中,status
S004,赤田太陽光発電所,ANN_3802_0,PCSE-12_停止中,status
S004,赤田太陽光発電所,ANN_3803_0,PCSE-12_待機中,status
S004,赤田太陽光発電所,ANN_3804_0,PCSE-12_STR電圧超過,high
S004,赤田太陽光発電所,ANN_3805_0,PCSE-12_直流アーク故障,high
S004,赤田太陽光発電所,ANN_3806_0,PCSE-12_自己診断失敗,high
S004,赤田太陽光発電所,ANN_3807_0,PCSE-12_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_3808_0,PCSE-12_系統障害,high
S004,赤田太陽光発電所,ANN_3809_0,PCSE-12_系統不足電圧,high
S004,赤田太陽光発電所,ANN_3810_0,PCSE-12_系統過電圧,high
S004,赤田太陽光発電所,ANN_3811_0,PCSE-12_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_3812_0,PCSE-12_系統過周波数,high
S004,赤田太陽光発電所,ANN_3813_0,PCSE-12_系統不足周波数,high
S004,赤田太陽光発電所,ANN_3814_0,PCSE-12_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_3815_0,PCSE-12_出力過電流,high
S004,赤田太陽光発電所,ANN_3816_0,PCSE-12_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_3817_0,PCSE-12_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_3818_0,PCSE-12_接地異常,high
S004,赤田太陽光発電所,ANN_3819_0,PCSE-12_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_3820_0,PCSE-12_高温,high
S004,赤田太陽光発電所,ANN_3821_0,PCSE-12_装置異常,high
S004,赤田太陽光発電所,ANN_3822_0,PCSE-12_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_3831_0,PCSE-12_重故障一括,high
S004,赤田太陽光発電所,ANN_3901_0,PCSE-13_連系中,status
S004,赤田太陽光発電所,ANN_3902_0,PCSE-13_停止中,status
S004,赤田太陽光発電所,ANN_3903_0,PCSE-13_待機中,status
S004,赤田太陽光発電所,ANN_3904_0,PCSE-13_STR電圧超過,high
S004,赤田太陽光発電所,ANN_3905_0,PCSE-13_直流アーク故障,high
S004,赤田太陽光発電所,ANN_3906_0,PCSE-13_自己診断失敗,high
S004,赤田太陽光発電所,ANN_3907_0,PCSE-13_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_3908_0,PCSE-13_系統障害,high
S004,赤田太陽光発電所,ANN_3909_0,PCSE-13_系統不足電圧,high
S004,赤田太陽光発電所,ANN_3910_0,PCSE-13_系統過電圧,high
S004,赤田太陽光発電所,ANN_3911_0,PCSE-13_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_3912_0,PCSE-13_系統過周波数,high
S004,赤田太陽光発電所,ANN_3913_0,PCSE-13_系統不足周波数,high
S004,赤田太陽光発電所,ANN_3914_0,PCSE-13_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_3915_0,PCSE-13_出力過電流,high
S004,赤田太陽光発電所,ANN_3916_0,PCSE-13_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_3917_0,PCSE-13_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_3918_0,PCSE-13_接地異常,high
S004,赤田太陽光発電所,ANN_3919_0,PCSE-13_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_3920_0,PCSE-13_高温,high
S004,赤田太陽光発電所,ANN_3921_0,PCSE-13_装置異常,high
S004,赤田太陽光発電所,ANN_3922_0,PCSE-13_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_3931_0,PCSE-13_重故障一括,high
S004,赤田太陽光発電所,ANN_4001_0,PCSE-14_連系中,status
S004,赤田太陽光発電所,ANN_4002_0,PCSE-14_停止中,status
S004,赤田太陽光発電所,ANN_4003_0,PCSE-14_待機中,status
S004,赤田太陽光発電所,ANN_4004_0,PCSE-14_STR電圧超過,high
S004,赤田太陽光発電所,ANN_4005_0,PCSE-14_直流アーク故障,high
S004,赤田太陽光発電所,ANN_4006_0,PCSE-14_自己診断失敗,high
S004,赤田太陽光発電所,ANN_4007_0,PCSE-14_相-PE間短絡,high
S004,赤田太陽光発電所,ANN_4008_0,PCSE-14_系統障害,high
S004,赤田太陽光発電所,ANN_4009_0,PCSE-14_系統不足電圧,high
S004,赤田太陽光発電所,ANN_4010_0,PCSE-14_系統過電圧,high
S004,赤田太陽光発電所,ANN_4011_0,PCSE-14_不均衡系統電圧,high
S004,赤田太陽光発電所,ANN_4012_0,PCSE-14_系統過周波数,high
S004,赤田太陽光発電所,ANN_4013_0,PCSE-14_系統不足周波数,high
S004,赤田太陽光発電所,ANN_4014_0,PCSE-14_系統不安定周波数,high
S004,赤田太陽光発電所,ANN_4015_0,PCSE-14_出力過電流,high
S004,赤田太陽光発電所,ANN_4016_0,PCSE-14_出力電流DC増大,high
S004,赤田太陽光発電所,ANN_4017_0,PCSE-14_異常漏洩電流,high
S004,赤田太陽光発電所,ANN_4018_0,PCSE-14_接地異常,high
S004,赤田太陽光発電所,ANN_4019_0,PCSE-14_低絶縁抵抗,high
S004,赤田太陽光発電所,ANN_4020_0,PCSE-14_高温,high
S004,赤田太陽光発電所,ANN_4021_0,PCSE-14_装置異常,high
S004,赤田太陽光発電所,ANN_4022_0,PCSE-14_入力STR対地電圧,high
S004,赤田太陽光発電所,ANN_4031_0,PCSE-12_重故障一括,high
S004,赤田太陽光発電所,ANN_5021_0,PCSC-7_通信異常,high
S004,赤田太陽光発電所,ANN_5022_0,PCSC-8_通信異常,high
S004,赤田太陽光発電所,ANN_5023_0,PCSC-9_通信異常,high
S004,赤田太陽光発電所,ANN_5024_0,PCSC-10_通信異常,high
S004,赤田太陽光発電所,ANN_5025_0,PCSC-11_通信異常,high
S004,赤田太陽光発電所,ANN_5026_0,PCSC-12_通信異常,high
S004,赤田太陽光発電所,ANN_5027_0,PCSE-1_通信異常,high
S004,赤田太陽光発電所,ANN_5028_0,PCSE-2_通信異常,high
S004,赤田太陽光発電所,ANN_5029_0,PCSE-3_通信異常,high
S004,赤田太陽光発電所,ANN_5030_0,PCSE-4_通信異常,high
S004,赤田太陽光発電所,ANN_5031_0,PCSE-5_通信異常,high
S004,赤田太陽光発電所,ANN_5032_0,PCSE-6_通信異常,high
S004,赤田太陽光発電所,ANN_5033_0,PCSE-7_通信異常,high
S004,赤田太陽光発電所,ANN_5034_0,PCSE-8_通信異常,high
S004,赤田太陽光発電所,ANN_5035_0,PCSE-9_通信異常,high
S004,赤田太陽光発電所,ANN_5036_0,PCSE-10_通信異常,high
S004,赤田太陽光発電所,ANN_5037_0,PCSE-11_通信異常,high
S004,赤田太陽光発電所,ANN_5038_0,PCSE-12_通信異常,high
S004,赤田太陽光発電所,ANN_5039_0,PCSE-13_通信異常,high
S004,赤田太陽光発電所,ANN_5040_0,PCSE-14_通信異常,high
