created at 2024/01/12 15:52:25
発電所ID,発電所名,設備名,タグID,信号名,単位,1min,30min,hour,day,month,year,乗数
S003,山鹿ソーラーパークB発電所,PCS1-6,2.6.12,PCS1-6 力率,,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-6,2.6.13,PCS1-6 INV効率,,0,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-6,2.6.14,PCS1-6 積算電力量日,kWh,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-6,2.6.15,PCS1-6 MPPT1トータル入力電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-6,2.6.16,PCS1-6 MPPT2トータル入力電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-6,2.6.17,PCS1-6 MPPT3トータル入力電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-6,2.6.18,PCS1-6 MPPT4トータル入力電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-6,2.6.19,PCS1-6 キャビネット温度,℃,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-6,2.6.20,PCS1-6 無効電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-7,2.7.1,PCS1-7 直流電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-7,2.7.2,PCS1-7 気温,℃,0,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-7,2.7.3,PCS1-7 日射量,kWh/m2,0,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-7,2.7.4,PCS1-7 直流電圧V,V,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-7,2.7.5,PCS1-7 直流電流,A,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-7,2.7.6,PCS1-7 発電電力量,kWh,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-7,2.7.7,PCS1-7 交流電圧V,V,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-7,2.7.8,PCS1-7 交流電流,A,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-7,2.7.9,PCS1-7 系統周波数,Hz,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-7,2.7.10,PCS1-7 交流電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-7,2.7.11,PCS1-7 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-7,2.7.12,PCS1-7 力率,,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-7,2.7.13,PCS1-7 INV効率,,0,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-7,2.7.14,PCS1-7 積算電力量日,kWh,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-7,2.7.15,PCS1-7 MPPT1トータル入力電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-7,2.7.16,PCS1-7 MPPT2トータル入力電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-7,2.7.17,PCS1-7 MPPT3トータル入力電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-7,2.7.18,PCS1-7 MPPT4トータル入力電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-7,2.7.19,PCS1-7 キャビネット温度,℃,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-7,2.7.20,PCS1-7 無効電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-8,2.8.1,PCS1-8 直流電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-8,2.8.2,PCS1-8 気温,℃,0,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-8,2.8.3,PCS1-8 日射量,kWh/m2,0,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-8,2.8.4,PCS1-8 直流電圧V,V,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-8,2.8.5,PCS1-8 直流電流,A,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-8,2.8.6,PCS1-8 発電電力量,kWh,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-8,2.8.7,PCS1-8 交流電圧V,V,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-8,2.8.8,PCS1-8 交流電流,A,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-8,2.8.9,PCS1-8 系統周波数,Hz,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-8,2.8.10,PCS1-8 交流電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-8,2.8.11,PCS1-8 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-8,2.8.12,PCS1-8 力率,,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-8,2.8.13,PCS1-8 INV効率,,0,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-8,2.8.14,PCS1-8 積算電力量日,kWh,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-8,2.8.15,PCS1-8 MPPT1トータル入力電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-8,2.8.16,PCS1-8 MPPT2トータル入力電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-8,2.8.17,PCS1-8 MPPT3トータル入力電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-8,2.8.18,PCS1-8 MPPT4トータル入力電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-8,2.8.19,PCS1-8 キャビネット温度,℃,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-8,2.8.20,PCS1-8 無効電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-9,2.9.1,PCS1-9 直流電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-9,2.9.2,PCS1-9 気温,℃,0,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-9,2.9.3,PCS1-9 日射量,kWh/m2,0,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-9,2.9.4,PCS1-9 直流電圧V,V,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-9,2.9.5,PCS1-9 直流電流,A,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-9,2.9.6,PCS1-9 発電電力量,kWh,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-9,2.9.7,PCS1-9 交流電圧V,V,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-9,2.9.8,PCS1-9 交流電流,A,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-9,2.9.9,PCS1-9 系統周波数,Hz,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-9,2.9.10,PCS1-9 交流電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-9,2.9.11,PCS1-9 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-9,2.9.12,PCS1-9 力率,,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-9,2.9.13,PCS1-9 INV効率,,0,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-9,2.9.14,PCS1-9 積算電力量日,kWh,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-9,2.9.15,PCS1-9 MPPT1トータル入力電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-9,2.9.16,PCS1-9 MPPT2トータル入力電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-9,2.9.17,PCS1-9 MPPT3トータル入力電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-9,2.9.18,PCS1-9 MPPT4トータル入力電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-9,2.9.19,PCS1-9 キャビネット温度,℃,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-9,2.9.20,PCS1-9 無効電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-10,2.10.1,PCS1-10 直流電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-10,2.10.2,PCS1-10 気温,℃,0,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-10,2.10.3,PCS1-10 日射量,kWh/m2,0,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-10,2.10.4,PCS1-10 直流電圧V,V,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-10,2.10.5,PCS1-10 直流電流,A,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-10,2.10.6,PCS1-10 発電電力量,kWh,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-10,2.10.7,PCS1-10 交流電圧V,V,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-10,2.10.8,PCS1-10 交流電流,A,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-10,2.10.9,PCS1-10 系統周波数,Hz,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-10,2.10.10,PCS1-10 交流電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-10,2.10.11,PCS1-10 積算電力量カウンタ値,kWh,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-10,2.10.12,PCS1-10 力率,,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-10,2.10.13,PCS1-10 INV効率,,0,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-10,2.10.14,PCS1-10 積算電力量日,kWh,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-10,2.10.15,PCS1-10 MPPT1トータル入力電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-10,2.10.16,PCS1-10 MPPT2トータル入力電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-10,2.10.17,PCS1-10 MPPT3トータル入力電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-10,2.10.18,PCS1-10 MPPT4トータル入力電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-10,2.10.19,PCS1-10 キャビネット温度,℃,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-10,2.10.20,PCS1-10 無効電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-11,2.11.1,PCS1-11 直流電力,kW,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-11,2.11.2,PCS1-11 気温,℃,0,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-11,2.11.3,PCS1-11 日射量,kWh/m2,0,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-11,2.11.4,PCS1-11 直流電圧V,V,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-11,2.11.5,PCS1-11 直流電流,A,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-11,2.11.6,PCS1-11 発電電力量,kWh,1,1,1,1,1,1,
S003,山鹿ソーラーパークB発電所,PCS1-11,2.11.7,PCS1-11 交流電圧V,V,1,1,1,1,1,1,
