created at 2024/01/12 11:46:57
発電所ID,発電所名,状態・故障信号ID,状態・故障信号名,状態・故障種別
S003,山鹿ソーラーパークB発電所,ANN_104_0,PCS1-2_連系中,status
S003,山鹿ソーラーパークB発電所,ANN_1050_0,PCS1-5_高DC入力電圧,high
S003,山鹿ソーラーパークB発電所,ANN_1051_0,PCS1-5_補助電源異常,high
S003,山鹿ソーラーパークB発電所,ANN_1052_0,PCS1-5_系統電圧異常,high
S003,山鹿ソーラーパークB発電所,ANN_1053_0,PCS1-5_周波数異常,high
S003,山鹿ソーラーパークB発電所,ANN_1054_0,PCS1-5_接地異常,high
S003,山鹿ソーラーパークB発電所,ANN_1055_0,PCS1-6_インバータ回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_1056_0,PCS1-6_残留電流異常,high
S003,山鹿ソーラーパークB発電所,ANN_1057_0,PCS1-6_筐体内部過熱,high
S003,山鹿ソーラーパークB発電所,ANN_1058_0,PCS1-6_SPI通信異常,high
S003,山鹿ソーラーパークB発電所,ANN_1059_0,PCS1-6_低絶縁抵抗,high
S003,山鹿ソーラーパークB発電所,ANN_105_0,PCS1-2_停止中,status
S003,山鹿ソーラーパークB発電所,ANN_1060_0,PCS1-6_直流回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_1061_0,PCS1-6_高DC入力電圧,high
S003,山鹿ソーラーパークB発電所,ANN_1062_0,PCS1-6_補助電源異常,high
S003,山鹿ソーラーパークB発電所,ANN_1063_0,PCS1-6_系統電圧異常,high
S003,山鹿ソーラーパークB発電所,ANN_1064_0,PCS1-6_周波数異常,high
S003,山鹿ソーラーパークB発電所,ANN_1065_0,PCS1-6_接地異常,high
S003,山鹿ソーラーパークB発電所,ANN_1066_0,PCS1-7_インバータ回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_1067_0,PCS1-7_残留電流異常,high
S003,山鹿ソーラーパークB発電所,ANN_1068_0,PCS1-7_筐体内部過熱,high
S003,山鹿ソーラーパークB発電所,ANN_1069_0,PCS1-7_SPI通信異常,high
S003,山鹿ソーラーパークB発電所,ANN_106_0,PCS1-2_システム障害,high
S003,山鹿ソーラーパークB発電所,ANN_1070_0,PCS1-7_低絶縁抵抗,high
S003,山鹿ソーラーパークB発電所,ANN_1071_0,PCS1-7_直流回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_1072_0,PCS1-7_高DC入力電圧,high
S003,山鹿ソーラーパークB発電所,ANN_1073_0,PCS1-7_補助電源異常,high
S003,山鹿ソーラーパークB発電所,ANN_1074_0,PCS1-7_系統電圧異常,high
S003,山鹿ソーラーパークB発電所,ANN_1075_0,PCS1-7_周波数異常,high
S003,山鹿ソーラーパークB発電所,ANN_1076_0,PCS1-7_接地異常,high
S003,山鹿ソーラーパークB発電所,ANN_1077_0,PCS1-8_インバータ回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_1078_0,PCS1-8_残留電流異常,high
S003,山鹿ソーラーパークB発電所,ANN_1079_0,PCS1-8_筐体内部過熱,high
S003,山鹿ソーラーパークB発電所,ANN_107_0,PCS1-2_ロック解除中,status
S003,山鹿ソーラーパークB発電所,ANN_1080_0,PCS1-8_SPI通信異常,high
S003,山鹿ソーラーパークB発電所,ANN_1081_0,PCS1-8_低絶縁抵抗,high
S003,山鹿ソーラーパークB発電所,ANN_1082_0,PCS1-8_直流回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_1083_0,PCS1-8_高DC入力電圧,high
S003,山鹿ソーラーパークB発電所,ANN_1084_0,PCS1-8_補助電源異常,high
S003,山鹿ソーラーパークB発電所,ANN_1085_0,PCS1-8_系統電圧異常,high
S003,山鹿ソーラーパークB発電所,ANN_1086_0,PCS1-8_周波数異常,high
S003,山鹿ソーラーパークB発電所,ANN_1087_0,PCS1-8_接地異常,high
S003,山鹿ソーラーパークB発電所,ANN_1088_0,PCS1-9_インバータ回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_1089_0,PCS1-9_残留電流異常,high
S003,山鹿ソーラーパークB発電所,ANN_108_0,PCS1-3_連系中,status
S003,山鹿ソーラーパークB発電所,ANN_1090_0,PCS1-9_筐体内部過熱,high
S003,山鹿ソーラーパークB発電所,ANN_1091_0,PCS1-9_SPI通信異常,high
S003,山鹿ソーラーパークB発電所,ANN_1092_0,PCS1-9_低絶縁抵抗,high
S003,山鹿ソーラーパークB発電所,ANN_1093_0,PCS1-9_直流回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_1094_0,PCS1-9_高DC入力電圧,high
S003,山鹿ソーラーパークB発電所,ANN_1095_0,PCS1-9_補助電源異常,high
S003,山鹿ソーラーパークB発電所,ANN_1096_0,PCS1-9_系統電圧異常,high
S003,山鹿ソーラーパークB発電所,ANN_1097_0,PCS1-9_周波数異常,high
S003,山鹿ソーラーパークB発電所,ANN_1098_0,PCS1-9_接地異常,high
S003,山鹿ソーラーパークB発電所,ANN_1099_0,PCS1-10_インバータ回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_109_0,PCS1-3_停止中,status
S003,山鹿ソーラーパークB発電所,ANN_1100_0,PCS1-10_残留電流異常,high
S003,山鹿ソーラーパークB発電所,ANN_1101_0,PCS1-10_筐体内部過熱,high
S003,山鹿ソーラーパークB発電所,ANN_1102_0,PCS1-10_SPI通信異常,high
S003,山鹿ソーラーパークB発電所,ANN_1103_0,PCS1-10_低絶縁抵抗,high
S003,山鹿ソーラーパークB発電所,ANN_1104_0,PCS1-10_直流回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_1105_0,PCS1-10_高DC入力電圧,high
S003,山鹿ソーラーパークB発電所,ANN_1106_0,PCS1-10_補助電源異常,high
S003,山鹿ソーラーパークB発電所,ANN_1107_0,PCS1-10_系統電圧異常,high
S003,山鹿ソーラーパークB発電所,ANN_1108_0,PCS1-10_周波数異常,high
S003,山鹿ソーラーパークB発電所,ANN_1109_0,PCS1-10_接地異常,high
S003,山鹿ソーラーパークB発電所,ANN_110_0,PCS1-3_システム障害,high
S003,山鹿ソーラーパークB発電所,ANN_1110_0,PCS1-11_インバータ回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_1111_0,PCS1-11_残留電流異常,high
S003,山鹿ソーラーパークB発電所,ANN_1112_0,PCS1-11_筐体内部過熱,high
S003,山鹿ソーラーパークB発電所,ANN_1113_0,PCS1-11_SPI通信異常,high
S003,山鹿ソーラーパークB発電所,ANN_1114_0,PCS1-11_低絶縁抵抗,high
S003,山鹿ソーラーパークB発電所,ANN_1115_0,PCS1-11_直流回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_1116_0,PCS1-11_高DC入力電圧,high
S003,山鹿ソーラーパークB発電所,ANN_1117_0,PCS1-11_補助電源異常,high
S003,山鹿ソーラーパークB発電所,ANN_1118_0,PCS1-11_系統電圧異常,high
S003,山鹿ソーラーパークB発電所,ANN_1119_0,PCS1-11_周波数異常,high
S003,山鹿ソーラーパークB発電所,ANN_111_0,PCS1-3_ロック解除中,status
S003,山鹿ソーラーパークB発電所,ANN_1120_0,PCS1-11_接地異常,high
S003,山鹿ソーラーパークB発電所,ANN_1121_0,PCS1-12_インバータ回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_1122_0,PCS1-12_残留電流異常,high
S003,山鹿ソーラーパークB発電所,ANN_1123_0,PCS1-12_筐体内部過熱,high
S003,山鹿ソーラーパークB発電所,ANN_1124_0,PCS1-12_SPI通信異常,high
S003,山鹿ソーラーパークB発電所,ANN_1125_0,PCS1-12_低絶縁抵抗,high
S003,山鹿ソーラーパークB発電所,ANN_1126_0,PCS1-12_直流回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_1127_0,PCS1-12_高DC入力電圧,high
S003,山鹿ソーラーパークB発電所,ANN_1128_0,PCS1-12_補助電源異常,high
S003,山鹿ソーラーパークB発電所,ANN_1129_0,PCS1-12_系統電圧異常,high
S003,山鹿ソーラーパークB発電所,ANN_112_0,PCS1-4_連系中,status
S003,山鹿ソーラーパークB発電所,ANN_1130_0,PCS1-12_周波数異常,high
S003,山鹿ソーラーパークB発電所,ANN_1131_0,PCS1-12_接地異常,high
S003,山鹿ソーラーパークB発電所,ANN_1132_0,PCS1-13_インバータ回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_1133_0,PCS1-13_残留電流異常,high
S003,山鹿ソーラーパークB発電所,ANN_1134_0,PCS1-13_筐体内部過熱,high
S003,山鹿ソーラーパークB発電所,ANN_1135_0,PCS1-13_SPI通信異常,high
S003,山鹿ソーラーパークB発電所,ANN_1136_0,PCS1-13_低絶縁抵抗,high
S003,山鹿ソーラーパークB発電所,ANN_1137_0,PCS1-13_直流回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_1138_0,PCS1-13_高DC入力電圧,high
S003,山鹿ソーラーパークB発電所,ANN_1139_0,PCS1-13_補助電源異常,high
S003,山鹿ソーラーパークB発電所,ANN_113_0,PCS1-4_停止中,status
S003,山鹿ソーラーパークB発電所,ANN_1140_0,PCS1-13_系統電圧異常,high
S003,山鹿ソーラーパークB発電所,ANN_1141_0,PCS1-13_周波数異常,high
S003,山鹿ソーラーパークB発電所,ANN_1142_0,PCS1-13_接地異常,high
S003,山鹿ソーラーパークB発電所,ANN_114_0,PCS1-4_システム障害,high
S003,山鹿ソーラーパークB発電所,ANN_115_0,PCS1-4_ロック解除中,status
S003,山鹿ソーラーパークB発電所,ANN_116_0,PCS1-5_連系中,status
S003,山鹿ソーラーパークB発電所,ANN_117_0,PCS1-5_停止中,status
S003,山鹿ソーラーパークB発電所,ANN_118_0,PCS1-5_システム障害,high
S003,山鹿ソーラーパークB発電所,ANN_119_0,PCS1-5_ロック解除中,status
S003,山鹿ソーラーパークB発電所,ANN_120_0,PCS1-6_連系中,status
S003,山鹿ソーラーパークB発電所,ANN_121_0,PCS1-6_停止中,status
S003,山鹿ソーラーパークB発電所,ANN_122_0,PCS1-6_システム障害,high
S003,山鹿ソーラーパークB発電所,ANN_123_0,PCS1-6_ロック解除中,status
S003,山鹿ソーラーパークB発電所,ANN_124_0,PCS1-7_連系中,status
S003,山鹿ソーラーパークB発電所,ANN_125_0,PCS1-7_停止中,status
S003,山鹿ソーラーパークB発電所,ANN_126_0,PCS1-7_システム障害,high
S003,山鹿ソーラーパークB発電所,ANN_127_0,PCS1-7_ロック解除中,status
S003,山鹿ソーラーパークB発電所,ANN_128_0,PCS1-8_連系中,status
S003,山鹿ソーラーパークB発電所,ANN_129_0,PCS1-8_停止中,status
S003,山鹿ソーラーパークB発電所,ANN_130_0,PCS1-8_システム障害,high
S003,山鹿ソーラーパークB発電所,ANN_131_0,PCS1-8_ロック解除中,status
S003,山鹿ソーラーパークB発電所,ANN_132_0,PCS1-9_連系中,status
S003,山鹿ソーラーパークB発電所,ANN_133_0,PCS1-9_停止中,status
S003,山鹿ソーラーパークB発電所,ANN_134_0,PCS1-9_システム障害,high
S003,山鹿ソーラーパークB発電所,ANN_135_0,PCS1-9_ロック解除中,status
S003,山鹿ソーラーパークB発電所,ANN_136_0,PCS1-10_連系中,status
S003,山鹿ソーラーパークB発電所,ANN_137_0,PCS1-10_停止中,status
S003,山鹿ソーラーパークB発電所,ANN_138_0,PCS1-10_システム障害,high
S003,山鹿ソーラーパークB発電所,ANN_139_0,PCS1-10_ロック解除中,status
S003,山鹿ソーラーパークB発電所,ANN_140_0,PCS1-11_連系中,status
S003,山鹿ソーラーパークB発電所,ANN_141_0,PCS1-11_停止中,status
S003,山鹿ソーラーパークB発電所,ANN_142_0,PCS1-11_システム障害,high
S003,山鹿ソーラーパークB発電所,ANN_143_0,PCS1-11_ロック解除中,status
S003,山鹿ソーラーパークB発電所,ANN_144_0,PCS1-12_連系中,status
S003,山鹿ソーラーパークB発電所,ANN_145_0,PCS1-12_停止中,status
S003,山鹿ソーラーパークB発電所,ANN_146_0,PCS1-12_システム障害,high
S003,山鹿ソーラーパークB発電所,ANN_147_0,PCS1-12_ロック解除中,status
S003,山鹿ソーラーパークB発電所,ANN_148_0,PCS1-13_連系中,status
S003,山鹿ソーラーパークB発電所,ANN_149_0,PCS1-13_停止中,status
S003,山鹿ソーラーパークB発電所,ANN_150_0,PCS1-13_システム障害,high
S003,山鹿ソーラーパークB発電所,ANN_151_0,PCS1-13_ロック解除中,status
S003,山鹿ソーラーパークB発電所,ANN_2000_0,PCS2-1_インバータ回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_2001_0,PCS2-1_残留電流異常,high
S003,山鹿ソーラーパークB発電所,ANN_2002_0,PCS2-1_筐体内部過熱,high
S003,山鹿ソーラーパークB発電所,ANN_2003_0,PCS2-1_SPI通信異常,high
S003,山鹿ソーラーパークB発電所,ANN_2004_0,PCS2-1_低絶縁抵抗,high
S003,山鹿ソーラーパークB発電所,ANN_2005_0,PCS2-1_直流回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_2006_0,PCS2-1_高DC入力電圧,high
S003,山鹿ソーラーパークB発電所,ANN_2007_0,PCS2-1_補助電源異常,high
S003,山鹿ソーラーパークB発電所,ANN_2008_0,PCS2-1_系統電圧異常,high
S003,山鹿ソーラーパークB発電所,ANN_2009_0,PCS2-1_周波数異常,high
S003,山鹿ソーラーパークB発電所,ANN_200_0,PCS2-1_連系中,status
S003,山鹿ソーラーパークB発電所,ANN_2010_0,PCS2-1_接地異常,high
S003,山鹿ソーラーパークB発電所,ANN_2011_0,PCS2-2_インバータ回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_2012_0,PCS2-2_残留電流異常,high
S003,山鹿ソーラーパークB発電所,ANN_2013_0,PCS2-2_筐体内部過熱,high
S003,山鹿ソーラーパークB発電所,ANN_2014_0,PCS2-2_SPI通信異常,high
S003,山鹿ソーラーパークB発電所,ANN_2015_0,PCS2-2_低絶縁抵抗,high
S003,山鹿ソーラーパークB発電所,ANN_2016_0,PCS2-2_直流回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_2017_0,PCS2-2_高DC入力電圧,high
S003,山鹿ソーラーパークB発電所,ANN_2018_0,PCS2-2_補助電源異常,high
S003,山鹿ソーラーパークB発電所,ANN_2019_0,PCS2-2_系統電圧異常,high
S003,山鹿ソーラーパークB発電所,ANN_201_0,PCS2-1_停止中,status
S003,山鹿ソーラーパークB発電所,ANN_2020_0,PCS2-2_周波数異常,high
S003,山鹿ソーラーパークB発電所,ANN_2021_0,PCS2-2_接地異常,high
S003,山鹿ソーラーパークB発電所,ANN_2022_0,PCS2-3_インバータ回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_2023_0,PCS2-3_残留電流異常,high
S003,山鹿ソーラーパークB発電所,ANN_2024_0,PCS2-3_筐体内部過熱,high
S003,山鹿ソーラーパークB発電所,ANN_2025_0,PCS2-3_SPI通信異常,high
S003,山鹿ソーラーパークB発電所,ANN_2026_0,PCS2-3_低絶縁抵抗,high
S003,山鹿ソーラーパークB発電所,ANN_2027_0,PCS2-3_直流回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_2028_0,PCS2-3_高DC入力電圧,high
S003,山鹿ソーラーパークB発電所,ANN_2029_0,PCS2-3_補助電源異常,high
S003,山鹿ソーラーパークB発電所,ANN_202_0,PCS2-1_システム障害,high
S003,山鹿ソーラーパークB発電所,ANN_2030_0,PCS2-3_系統電圧異常,high
S003,山鹿ソーラーパークB発電所,ANN_2031_0,PCS2-3_周波数異常,high
S003,山鹿ソーラーパークB発電所,ANN_2032_0,PCS2-3_接地異常,high
S003,山鹿ソーラーパークB発電所,ANN_2033_0,PCS2-4_インバータ回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_2034_0,PCS2-4_残留電流異常,high
S003,山鹿ソーラーパークB発電所,ANN_2035_0,PCS2-4_筐体内部過熱,high
S003,山鹿ソーラーパークB発電所,ANN_2036_0,PCS2-4_SPI通信異常,high
S003,山鹿ソーラーパークB発電所,ANN_2037_0,PCS2-4_低絶縁抵抗,high
S003,山鹿ソーラーパークB発電所,ANN_2038_0,PCS2-4_直流回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_2039_0,PCS2-4_高DC入力電圧,high
S003,山鹿ソーラーパークB発電所,ANN_203_0,PCS2-1_ロック解除中,status
S003,山鹿ソーラーパークB発電所,ANN_2040_0,PCS2-4_補助電源異常,high
S003,山鹿ソーラーパークB発電所,ANN_2041_0,PCS2-4_系統電圧異常,high
S003,山鹿ソーラーパークB発電所,ANN_2042_0,PCS2-4_周波数異常,high
S003,山鹿ソーラーパークB発電所,ANN_2043_0,PCS2-4_接地異常,high
S003,山鹿ソーラーパークB発電所,ANN_2044_0,PCS2-5_インバータ回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_2045_0,PCS2-5_残留電流異常,high
S003,山鹿ソーラーパークB発電所,ANN_2046_0,PCS2-5_筐体内部過熱,high
S003,山鹿ソーラーパークB発電所,ANN_2047_0,PCS2-5_SPI通信異常,high
S003,山鹿ソーラーパークB発電所,ANN_2048_0,PCS2-5_低絶縁抵抗,high
S003,山鹿ソーラーパークB発電所,ANN_2049_0,PCS2-5_直流回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_204_0,PCS2-2_連系中,status
S003,山鹿ソーラーパークB発電所,ANN_2050_0,PCS2-5_高DC入力電圧,high
S003,山鹿ソーラーパークB発電所,ANN_2051_0,PCS2-5_補助電源異常,high
S003,山鹿ソーラーパークB発電所,ANN_2052_0,PCS2-5_系統電圧異常,high
S003,山鹿ソーラーパークB発電所,ANN_2053_0,PCS2-5_周波数異常,high
S003,山鹿ソーラーパークB発電所,ANN_2054_0,PCS2-5_接地異常,high
S003,山鹿ソーラーパークB発電所,ANN_2055_0,PCS2-6_インバータ回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_2056_0,PCS2-6_残留電流異常,high
S003,山鹿ソーラーパークB発電所,ANN_2057_0,PCS2-6_筐体内部過熱,high
S003,山鹿ソーラーパークB発電所,ANN_2058_0,PCS2-6_SPI通信異常,high
S003,山鹿ソーラーパークB発電所,ANN_2059_0,PCS2-6_低絶縁抵抗,high
S003,山鹿ソーラーパークB発電所,ANN_205_0,PCS2-2_停止中,status
S003,山鹿ソーラーパークB発電所,ANN_2060_0,PCS2-6_直流回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_2061_0,PCS2-6_高DC入力電圧,high
S003,山鹿ソーラーパークB発電所,ANN_2062_0,PCS2-6_補助電源異常,high
S003,山鹿ソーラーパークB発電所,ANN_2063_0,PCS2-6_系統電圧異常,high
S003,山鹿ソーラーパークB発電所,ANN_2064_0,PCS2-6_周波数異常,high
S003,山鹿ソーラーパークB発電所,ANN_2065_0,PCS2-6_接地異常,high
S003,山鹿ソーラーパークB発電所,ANN_2066_0,PCS2-7_インバータ回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_2067_0,PCS2-7_残留電流異常,high
S003,山鹿ソーラーパークB発電所,ANN_2068_0,PCS2-7_筐体内部過熱,high
S003,山鹿ソーラーパークB発電所,ANN_2069_0,PCS2-7_SPI通信異常,high
S003,山鹿ソーラーパークB発電所,ANN_206_0,PCS2-2_システム障害,high
S003,山鹿ソーラーパークB発電所,ANN_2070_0,PCS2-7_低絶縁抵抗,high
S003,山鹿ソーラーパークB発電所,ANN_2071_0,PCS2-7_直流回路異常,high
S003,山鹿ソーラーパークB発電所,ANN_2072_0,PCS2-7_高DC入力電圧,high
S003,山鹿ソーラーパークB発電所,ANN_2073_0,PCS2-7_補助電源異常,high
S003,山鹿ソーラーパークB発電所,ANN_2074_0,PCS2-7_系統電圧異常,high
S003,山鹿ソーラーパークB発電所,ANN_2075_0,PCS2-7_周波数異常,high
S003,山鹿ソーラーパークB発電所,ANN_2076_0,PCS2-7_接地異常,high
S003,山鹿ソーラーパークB発電所,ANN_207_0,PCS2-2_ロック解除中,status
S003,山鹿ソーラーパークB発電所,ANN_208_0,PCS2-3_連系中,status
S003,山鹿ソーラーパークB発電所,ANN_209_0,PCS2-3_停止中,status
S003,山鹿ソーラーパークB発電所,ANN_210_0,PCS2-3_システム障害,high
S003,山鹿ソーラーパークB発電所,ANN_211_0,PCS2-3_ロック解除中,status
S003,山鹿ソーラーパークB発電所,ANN_212_0,PCS2-4_連系中,status
S003,山鹿ソーラーパークB発電所,ANN_213_0,PCS2-4_停止中,status
S003,山鹿ソーラーパークB発電所,ANN_214_0,PCS2-4_システム障害,high
S003,山鹿ソーラーパークB発電所,ANN_215_0,PCS2-4_ロック解除中,status
S003,山鹿ソーラーパークB発電所,ANN_216_0,PCS2-5_連系中,status
S003,山鹿ソーラーパークB発電所,ANN_217_0,PCS2-5_停止中,status
S003,山鹿ソーラーパークB発電所,ANN_218_0,PCS2-5_システム障害,high
S003,山鹿ソーラーパークB発電所,ANN_219_0,PCS2-5_ロック解除中,status
S003,山鹿ソーラーパークB発電所,ANN_220_0,PCS2-6_連系中,status
S003,山鹿ソーラーパークB発電所,ANN_221_0,PCS2-6_停止中,status
S003,山鹿ソーラーパークB発電所,ANN_222_0,PCS2-6_システム障害,high
S003,山鹿ソーラーパークB発電所,ANN_223_0,PCS2-6_ロック解除中,status
S003,山鹿ソーラーパークB発電所,ANN_224_0,PCS2-7_連系中,status
S003,山鹿ソーラーパークB発電所,ANN_225_0,PCS2-7_停止中,status
S003,山鹿ソーラーパークB発電所,ANN_226_0,PCS2-7_システム障害,high
S003,山鹿ソーラーパークB発電所,ANN_227_0,PCS2-7_ロック解除中,status
